,Year,Region,Accommodation,Administrative and Support Services,Agriculture,Construction,Education and Training,"Electricity, Gas, Water, and Waste services",Financial and Insurance Services,Food and beverage services,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services","Forestry, Fishing, and Mining","GST on Production, Import Duties and Other Taxes",Gross Domestic Product,Health Care and Social Assistance,"Information Media, Telecommunications and Other Services",Manufacturing,Other Manufacturing,Owner-Occupied Property Operation,Primary Manufacturing,"Professional, Scientific, and Technical Services",Public Administration and Safety,"Rental, Hiring and Real Estate Services",Retail Trade,Total,Total All Industries,"Transport, Postal and Warehousing",Wholesale Trade,Population
95,2005,Manawatu-Whanganui,45.0,98.0,560.0,378.0,475.0,256.0,166.0,84.0,390.0,133.0,476.0,6620.0,451.0,322.0,746.0,282.0,435.0,464.0,306.0,451.0,344.0,394.0,28885.0,6144.0,249.0,251.0,229200.0
96,2005,Marlborough,15.0,11.0,106.0,101.0,40.0,,32.0,27.0,144.0,,105.0,1455.0,55.0,49.0,288.0,81.0,125.0,206.0,35.0,50.0,93.0,74.0,34005.0,1351.0,76.0,31.0,42800.0
97,2005,New Zealand,1102.0,2944.0,6218.0,8010.0,6564.0,4361.0,7803.0,2046.0,7969.0,3608.0,11115.0,154559.0,7920.0,11433.0,22498.0,8176.0,10556.0,14322.0,10415.0,5769.0,9399.0,7395.0,37577.0,143444.0,7155.0,8248.0,4113100.0
98,2005,Northland,32.0,46.0,356.0,277.0,172.0,68.0,96.0,60.0,212.0,144.0,283.0,3942.0,272.0,157.0,611.0,,347.0,,127.0,101.0,285.0,221.0,26230.0,3659.0,193.0,93.0,150300.0
99,2005,Otago,97.0,138.0,371.0,453.0,470.0,244.0,199.0,180.0,428.0,185.0,480.0,6678.0,435.0,441.0,746.0,231.0,541.0,515.0,280.0,178.0,400.0,364.0,33901.0,6198.0,331.0,147.0,
100,2005,Southland,25.0,24.0,485.0,195.0,104.0,90.0,84.0,47.0,219.0,130.0,230.0,3202.0,185.0,146.0,510.0,,181.0,,98.0,71.0,140.0,167.0,34100.0,2972.0,199.0,93.0,
101,2005,Taranaki,21.0,49.0,478.0,205.0,137.0,182.0,81.0,40.0,1171.0,989.0,334.0,4690.0,177.0,130.0,779.0,166.0,228.0,613.0,192.0,74.0,169.0,173.0,43874.0,4356.0,150.0,100.0,106900.0
102,2005,Tasman/Nelson,24.0,44.0,187.0,222.0,94.0,46.0,71.0,45.0,213.0,167.0,206.0,2867.0,163.0,127.0,401.0,92.0,253.0,310.0,135.0,59.0,181.0,158.0,32071.0,2661.0,195.0,86.0,89400.0
103,2005,Total North Island,760.0,2346.0,4012.0,5830.0,5007.0,3502.0,6678.0,1410.0,6143.0,2641.0,8684.0,120756.0,5916.0,9444.0,17614.0,,7970.0,,8819.0,4829.0,7398.0,5624.0,38593.0,112073.0,5308.0,6966.0,3129000.0
104,2005,Total South Island,342.0,598.0,2207.0,2180.0,1558.0,860.0,1125.0,636.0,1826.0,967.0,2431.0,33803.0,2004.0,1989.0,4884.0,,2585.0,,1596.0,940.0,2001.0,1771.0,34345.0,31372.0,1847.0,1281.0,984200.0
105,2005,Waikato,88.0,128.0,1201.0,800.0,621.0,466.0,343.0,163.0,975.0,509.0,904.0,12570.0,682.0,741.0,1723.0,516.0,897.0,1206.0,599.0,350.0,763.0,622.0,32499.0,11666.0,497.0,473.0,386800.0
106,2005,Wellington,134.0,449.0,158.0,801.0,794.0,798.0,1904.0,249.0,930.0,133.0,1549.0,21505.0,981.0,2520.0,2284.0,796.0,1202.0,1488.0,2155.0,2105.0,937.0,784.0,46751.0,19957.0,763.0,805.0,460000.0
107,2005,West Coast,18.0,14.0,126.0,61.0,33.0,,23.0,33.0,124.0,,67.0,929.0,48.0,37.0,77.0,15.0,64.0,61.0,23.0,21.0,43.0,50.0,29308.0,862.0,54.0,15.0,31700.0
108,2006,Auckland,334.0,1411.0,147.0,2997.0,2416.0,1316.0,3892.0,669.0,1481.0,165.0,4352.0,60175.0,2755.0,5261.0,8842.0,3927.0,4014.0,4916.0,5287.0,1430.0,4367.0,2796.0,44201.0,55823.0,2888.0,4834.0,1361400.0
109,2006,Bay of Plenty,65.0,210.0,447.0,474.0,321.0,325.0,209.0,130.0,603.0,278.0,597.0,8261.0,563.0,333.0,1149.0,320.0,677.0,828.0,399.0,233.0,592.0,463.0,31303.0,7664.0,486.0,312.0,263900.0
110,2006,Canterbury,154.0,368.0,797.0,1176.0,870.0,486.0,727.0,309.0,793.0,307.0,1424.0,19697.0,1244.0,1268.0,2984.0,1259.0,1521.0,1725.0,1155.0,625.0,1311.0,1004.0,36686.0,18272.0,1053.0,912.0,536900.0
111,2006,Gisborne,8.0,17.0,123.0,91.0,70.0,12.0,18.0,17.0,85.0,72.0,85.0,1172.0,84.0,49.0,101.0,19.0,82.0,82.0,44.0,61.0,77.0,69.0,25528.0,1087.0,66.0,26.0,45900.0
112,2006,Hawke's Bay,28.0,91.0,407.0,277.0,180.0,109.0,118.0,56.0,277.0,168.0,376.0,5190.0,277.0,174.0,1290.0,192.0,350.0,1099.0,198.0,149.0,293.0,257.0,34212.0,4814.0,228.0,164.0,151700.0
113,2006,Manawatu-Whanganui,43.0,94.0,482.0,419.0,484.0,378.0,174.0,86.0,517.0,139.0,514.0,7103.0,484.0,329.0,866.0,330.0,471.0,536.0,331.0,496.0,386.0,414.0,30992.0,6590.0,257.0,258.0,229200.0
114,2006,Marlborough,13.0,13.0,101.0,105.0,41.0,,33.0,25.0,150.0,,112.0,1541.0,63.0,49.0,313.0,82.0,139.0,231.0,39.0,51.0,106.0,76.0,35587.0,1429.0,77.0,35.0,43300.0
115,2006,New Zealand,1072.0,3217.0,5344.0,8709.0,6909.0,4835.0,7941.0,2144.0,8652.0,3817.0,11785.0,162937.0,8733.0,11674.0,23667.0,8425.0,11260.0,15241.0,11353.0,6414.0,10403.0,7748.0,39162.0,151152.0,7512.0,8399.0,4160600.0
116,2006,Northland,33.0,51.0,276.0,259.0,182.0,76.0,99.0,65.0,241.0,164.0,309.0,4278.0,309.0,176.0,797.0,,390.0,,141.0,125.0,304.0,235.0,28162.0,3969.0,188.0,95.0,151900.0
117,2006,Otago,95.0,155.0,303.0,482.0,496.0,338.0,200.0,190.0,518.0,180.0,504.0,6968.0,456.0,438.0,743.0,231.0,570.0,512.0,300.0,210.0,437.0,383.0,35030.0,6463.0,336.0,152.0,
118,2006,Southland,24.0,26.0,428.0,210.0,103.0,80.0,88.0,48.0,214.0,135.0,247.0,3410.0,195.0,145.0,671.0,,184.0,,98.0,77.0,182.0,173.0,36466.0,3163.0,202.0,94.0,
119,2006,Taranaki,22.0,56.0,394.0,202.0,142.0,325.0,85.0,43.0,1354.0,1030.0,349.0,4867.0,193.0,134.0,723.0,186.0,258.0,537.0,190.0,88.0,189.0,180.0,45441.0,4518.0,162.0,104.0,107100.0
120,2006,Tasman/Nelson,23.0,52.0,183.0,178.0,97.0,41.0,73.0,47.0,199.0,158.0,207.0,2860.0,182.0,132.0,372.0,94.0,267.0,278.0,149.0,65.0,197.0,164.0,31813.0,2653.0,192.0,80.0,89900.0
121,2006,Total North Island,745.0,2590.0,3426.0,6489.0,5267.0,3844.0,6795.0,1491.0,6574.0,2730.0,9213.0,127383.0,6537.0,9603.0,18475.0,,8508.0,,9584.0,5362.0,8119.0,5897.0,40231.0,118170.0,5597.0,7111.0,3166300.0
122,2006,Total South Island,327.0,627.0,1918.0,2221.0,1642.0,991.0,1146.0,653.0,2078.0,1087.0,2572.0,35555.0,2196.0,2071.0,5192.0,,2752.0,,1768.0,1052.0,2284.0,1851.0,35755.0,32982.0,1915.0,1288.0,994400.0
123,2006,Waikato,86.0,185.0,1014.0,856.0,637.0,539.0,354.0,172.0,1123.0,583.0,976.0,13492.0,753.0,749.0,2130.0,556.0,981.0,1574.0,601.0,379.0,870.0,652.0,34497.0,12516.0,502.0,472.0,391100.0
124,2006,Wellington,126.0,476.0,135.0,914.0,836.0,763.0,1847.0,252.0,893.0,130.0,1655.0,22846.0,1118.0,2400.0,2576.0,846.0,1287.0,1730.0,2394.0,2400.0,1041.0,831.0,49226.0,21190.0,821.0,845.0,464100.0
125,2006,West Coast,17.0,13.0,107.0,69.0,34.0,,26.0,35.0,203.0,,78.0,1080.0,55.0,40.0,108.0,16.0,71.0,92.0,26.0,24.0,51.0,51.0,33856.0,1002.0,55.0,16.0,31900.0
126,2007,Auckland,257.0,1518.0,165.0,3174.0,2658.0,1084.0,4218.0,781.0,1265.0,181.0,4778.0,62162.0,3028.0,5321.0,8202.0,3759.0,4117.0,4444.0,5513.0,1605.0,4818.0,2997.0,44960.0,57384.0,2818.0,4928.0,1382600.0
127,2007,Bay of Plenty,81.0,293.0,503.0,638.0,370.0,286.0,195.0,118.0,647.0,360.0,700.0,9098.0,591.0,324.0,1171.0,296.0,754.0,874.0,440.0,252.0,648.0,522.0,34101.0,8399.0,507.0,345.0,266800.0
128,2007,Canterbury,181.0,396.0,934.0,1283.0,926.0,584.0,737.0,286.0,941.0,356.0,1614.0,20981.0,1302.0,1413.0,2939.0,1238.0,1613.0,1701.0,1310.0,655.0,1416.0,1061.0,38512.0,19368.0,1014.0,961.0,544800.0
129,2007,Gisborne,9.0,17.0,137.0,88.0,80.0,13.0,18.0,17.0,112.0,100.0,98.0,1268.0,88.0,56.0,111.0,22.0,84.0,89.0,57.0,52.0,75.0,81.0,27561.0,1170.0,64.0,24.0,46000.0
130,2007,Hawke's Bay,21.0,119.0,438.0,310.0,198.0,114.0,104.0,65.0,344.0,231.0,412.0,5358.0,324.0,163.0,1081.0,201.0,376.0,880.0,234.0,174.0,341.0,277.0,35114.0,4946.0,213.0,164.0,152600.0
131,2007,Manawatu-Whanganui,42.0,113.0,510.0,521.0,541.0,152.0,198.0,91.0,324.0,173.0,558.0,7253.0,492.0,312.0,739.0,280.0,505.0,459.0,357.0,506.0,391.0,444.0,31644.0,6695.0,307.0,302.0,229200.0
132,2007,Marlborough,22.0,17.0,176.0,123.0,41.0,,26.0,24.0,166.0,,132.0,1716.0,75.0,54.0,289.0,55.0,155.0,235.0,49.0,59.0,115.0,83.0,39278.0,1584.0,75.0,35.0,43700.0
133,2007,New Zealand,1161.0,3627.0,6182.0,9635.0,7532.0,4973.0,7950.0,2204.0,9415.0,4442.0,13226.0,172005.0,9383.0,11810.0,22894.0,8296.0,11926.0,14598.0,12397.0,7054.0,11344.0,8324.0,40885.0,158779.0,7317.0,8624.0,4207000.0
134,2007,Northland,49.0,74.0,336.0,310.0,203.0,94.0,89.0,61.0,270.0,177.0,362.0,4707.0,326.0,146.0,844.0,,423.0,,195.0,162.0,318.0,258.0,30602.0,4345.0,167.0,113.0,153800.0
135,2007,Otago,161.0,157.0,351.0,568.0,545.0,347.0,198.0,143.0,572.0,225.0,567.0,7374.0,454.0,449.0,680.0,239.0,608.0,441.0,376.0,211.0,481.0,402.0,36777.0,6807.0,288.0,164.0,
136,2007,Southland,35.0,27.0,508.0,188.0,118.0,214.0,84.0,41.0,361.0,147.0,281.0,3654.0,182.0,139.0,654.0,,202.0,,124.0,100.0,171.0,171.0,39202.0,3373.0,174.0,94.0,
137,2007,Taranaki,20.0,57.0,456.0,221.0,165.0,429.0,97.0,53.0,1707.0,1278.0,440.0,5727.0,222.0,152.0,853.0,206.0,277.0,648.0,214.0,92.0,222.0,190.0,53275.0,5287.0,180.0,107.0,107500.0
138,2007,Tasman/Nelson,26.0,64.0,186.0,196.0,93.0,68.0,61.0,43.0,226.0,158.0,239.0,3103.0,196.0,142.0,441.0,76.0,293.0,366.0,184.0,66.0,204.0,172.0,34282.0,2864.0,182.0,89.0,90500.0
139,2007,Total North Island,697.0,2951.0,3899.0,7190.0,5768.0,3696.0,6826.0,1649.0,6968.0,3272.0,10304.0,134013.0,7108.0,9567.0,17761.0,,8980.0,,10329.0,5929.0,8904.0,6381.0,41851.0,123709.0,5539.0,7261.0,3202100.0
140,2007,Total South Island,464.0,676.0,2282.0,2445.0,1765.0,1277.0,1124.0,555.0,2447.0,1170.0,2922.0,37992.0,2274.0,2243.0,5133.0,,2946.0,,2068.0,1125.0,2440.0,1943.0,37807.0,35070.0,1778.0,1363.0,1004900.0
141,2007,Waikato,100.0,235.0,1207.0,975.0,657.0,774.0,326.0,183.0,1444.0,670.0,1155.0,15024.0,795.0,875.0,2212.0,545.0,1075.0,1667.0,780.0,422.0,945.0,712.0,37988.0,13869.0,435.0,490.0,395500.0
142,2007,Wellington,119.0,525.0,146.0,952.0,896.0,750.0,1581.0,280.0,854.0,103.0,1801.0,23416.0,1243.0,2217.0,2548.0,994.0,1369.0,1553.0,2540.0,2664.0,1146.0,900.0,50023.0,21615.0,848.0,788.0,468100.0
143,2007,West Coast,39.0,14.0,128.0,87.0,42.0,,18.0,17.0,182.0,,90.0,1164.0,65.0,46.0,130.0,20.0,76.0,109.0,25.0,34.0,52.0,54.0,36160.0,1075.0,45.0,20.0,32200.0
144,2008,Auckland,283.0,1638.0,246.0,3418.0,2921.0,1227.0,4358.0,854.0,1411.0,184.0,5046.0,66789.0,3335.0,5587.0,8764.0,3972.0,4390.0,4792.0,6232.0,1804.0,4737.0,3003.0,47747.0,61743.0,3235.0,5527.0,1398800.0
145,2008,Bay of Plenty,88.0,330.0,718.0,676.0,396.0,291.0,194.0,130.0,670.0,379.0,745.0,9855.0,658.0,361.0,1252.0,330.0,803.0,922.0,502.0,282.0,634.0,522.0,36610.0,9110.0,543.0,353.0,269200.0
146,2008,Canterbury,172.0,466.0,1439.0,1475.0,973.0,589.0,749.0,319.0,924.0,336.0,1709.0,22611.0,1385.0,1484.0,2959.0,1281.0,1723.0,1678.0,1443.0,747.0,1350.0,1107.0,40998.0,20901.0,1152.0,1034.0,551500.0
147,2008,Gisborne,9.0,21.0,134.0,105.0,85.0,14.0,23.0,19.0,94.0,81.0,99.0,1310.0,95.0,60.0,122.0,22.0,90.0,99.0,62.0,55.0,68.0,76.0,28479.0,1211.0,66.0,26.0,46000.0
148,2008,Hawke's Bay,22.0,101.0,410.0,336.0,213.0,120.0,101.0,72.0,353.0,232.0,397.0,5251.0,356.0,194.0,805.0,191.0,399.0,613.0,264.0,195.0,335.0,287.0,34253.0,4854.0,223.0,187.0,153300.0
149,2008,Manawatu-Whanganui,39.0,121.0,683.0,560.0,533.0,194.0,182.0,96.0,348.0,154.0,592.0,7837.0,534.0,321.0,781.0,287.0,538.0,494.0,372.0,592.0,405.0,490.0,34254.0,7245.0,326.0,325.0,228800.0
150,2008,Marlborough,22.0,18.0,192.0,135.0,62.0,,31.0,25.0,202.0,,147.0,1949.0,88.0,61.0,333.0,61.0,164.0,272.0,54.0,79.0,128.0,87.0,44294.0,1802.0,82.0,39.0,44000.0
151,2008,New Zealand,1231.0,3903.0,8969.0,10702.0,8059.0,5374.0,8149.0,2418.0,11523.0,6149.0,14109.0,186672.0,10319.0,12610.0,23010.0,8751.0,12796.0,14259.0,13721.0,7697.0,11354.0,8446.0,43982.0,172564.0,8014.0,9642.0,4244300.0
152,2008,Northland,56.0,71.0,512.0,352.0,212.0,107.0,95.0,63.0,269.0,162.0,378.0,4996.0,353.0,150.0,728.0,,460.0,,226.0,171.0,339.0,268.0,32111.0,4619.0,176.0,119.0,155600.0
153,2008,Otago,177.0,155.0,489.0,625.0,599.0,378.0,215.0,157.0,594.0,216.0,599.0,7920.0,514.0,437.0,710.0,258.0,646.0,452.0,415.0,220.0,474.0,409.0,39268.0,7322.0,301.0,184.0,
154,2008,Southland,42.0,28.0,810.0,217.0,123.0,231.0,90.0,43.0,370.0,139.0,317.0,4189.0,193.0,151.0,714.0,,217.0,,134.0,107.0,170.0,176.0,44903.0,3873.0,184.0,104.0,
155,2008,Taranaki,22.0,73.0,775.0,268.0,158.0,487.0,88.0,60.0,3589.0,3102.0,626.0,8275.0,252.0,162.0,810.0,243.0,303.0,567.0,230.0,99.0,233.0,197.0,76617.0,7649.0,205.0,128.0,108000.0
156,2008,Tasman/Nelson,21.0,71.0,202.0,223.0,97.0,72.0,66.0,55.0,225.0,152.0,249.0,3296.0,227.0,152.0,449.0,89.0,317.0,360.0,185.0,71.0,215.0,179.0,36065.0,3047.0,196.0,97.0,91400.0
157,2008,Total North Island,755.0,3150.0,5618.0,7926.0,6156.0,4034.0,6976.0,1801.0,8999.0,4965.0,10984.0,145344.0,7839.0,10277.0,17715.0,,9644.0,,11460.0,6437.0,8960.0,6433.0,44995.0,134359.0,6052.0,8161.0,3230200.0
158,2008,Total South Island,475.0,754.0,3351.0,2776.0,1903.0,1340.0,1173.0,618.0,2524.0,1185.0,3124.0,41329.0,2480.0,2334.0,5295.0,,3152.0,,2261.0,1260.0,2394.0,2013.0,40746.0,38204.0,1961.0,1481.0,1014300.0
159,2008,Waikato,100.0,228.0,1951.0,1116.0,700.0,872.0,340.0,200.0,1439.0,567.0,1203.0,15911.0,895.0,913.0,1779.0,616.0,1160.0,1163.0,777.0,452.0,953.0,700.0,39807.0,14708.0,420.0,585.0,399700.0
160,2008,Wellington,138.0,566.0,189.0,1095.0,939.0,723.0,1595.0,306.0,827.0,105.0,1899.0,25119.0,1361.0,2528.0,2675.0,914.0,1500.0,1761.0,2795.0,2787.0,1257.0,890.0,53354.0,23220.0,858.0,913.0,470800.0
161,2008,West Coast,41.0,14.0,221.0,101.0,49.0,,22.0,19.0,209.0,,103.0,1363.0,73.0,49.0,129.0,24.0,85.0,106.0,29.0,36.0,57.0,56.0,42063.0,1260.0,47.0,24.0,32400.0
162,2009,Auckland,254.0,1542.0,178.0,3243.0,3140.0,1257.0,4840.0,820.0,1429.0,172.0,4891.0,65989.0,3663.0,5343.0,7875.0,3604.0,4434.0,4271.0,6727.0,1969.0,4901.0,2889.0,46681.0,61098.0,2701.0,5149.0,1413600.0
163,2009,Bay of Plenty,78.0,303.0,535.0,641.0,422.0,399.0,229.0,113.0,759.0,360.0,724.0,9763.0,713.0,350.0,1175.0,307.0,806.0,867.0,543.0,290.0,687.0,501.0,35971.0,9039.0,501.0,395.0,271400.0
164,2009,Canterbury,210.0,470.0,1190.0,1418.0,1086.0,713.0,853.0,306.0,1090.0,377.0,1731.0,23342.0,1557.0,1402.0,3186.0,1266.0,1719.0,1919.0,1586.0,782.0,1490.0,1060.0,41846.0,21611.0,1055.0,1153.0,557800.0
165,2009,Gisborne,8.0,25.0,138.0,102.0,84.0,18.0,26.0,18.0,118.0,100.0,103.0,1388.0,102.0,72.0,127.0,24.0,91.0,104.0,72.0,61.0,81.0,68.0,30052.0,1285.0,60.0,32.0,46200.0
166,2009,Hawke's Bay,21.0,96.0,479.0,323.0,231.0,134.0,142.0,66.0,339.0,205.0,405.0,5467.0,385.0,203.0,814.0,226.0,404.0,587.0,295.0,211.0,370.0,275.0,35499.0,5061.0,225.0,182.0,154000.0
167,2009,Manawatu-Whanganui,39.0,116.0,563.0,515.0,575.0,178.0,186.0,93.0,343.0,165.0,574.0,7739.0,569.0,323.0,812.0,263.0,535.0,549.0,367.0,665.0,465.0,443.0,33796.0,7165.0,278.0,279.0,229000.0
168,2009,Marlborough,20.0,22.0,222.0,135.0,47.0,,40.0,24.0,196.0,,148.0,1999.0,90.0,57.0,337.0,63.0,177.0,274.0,60.0,83.0,133.0,89.0,45122.0,1851.0,80.0,40.0,44300.0
169,2009,New Zealand,1213.0,3768.0,7134.0,10406.0,8698.0,5872.0,9083.0,2292.0,12470.0,6598.0,14043.0,189406.0,11259.0,12123.0,23508.0,8023.0,12917.0,15485.0,14815.0,8428.0,12185.0,8192.0,44242.0,175363.0,7419.0,9453.0,4281100.0
170,2009,Northland,45.0,65.0,368.0,336.0,235.0,116.0,109.0,57.0,284.0,168.0,379.0,5113.0,371.0,166.0,863.0,,469.0,,231.0,185.0,389.0,255.0,32504.0,4734.0,184.0,124.0,157300.0
171,2009,Otago,190.0,163.0,414.0,630.0,634.0,383.0,256.0,145.0,691.0,308.0,607.0,8184.0,512.0,438.0,700.0,227.0,651.0,474.0,449.0,242.0,521.0,412.0,40374.0,7577.0,319.0,209.0,
172,2009,Southland,34.0,31.0,672.0,232.0,130.0,265.0,107.0,44.0,419.0,154.0,330.0,4453.0,225.0,149.0,903.0,,223.0,,144.0,118.0,197.0,179.0,47574.0,4123.0,191.0,126.0,
173,2009,Taranaki,21.0,93.0,529.0,378.0,155.0,439.0,104.0,57.0,3567.0,3127.0,635.0,8559.0,268.0,156.0,1144.0,276.0,315.0,868.0,253.0,105.0,236.0,201.0,78664.0,7924.0,210.0,134.0,108800.0
174,2009,Tasman/Nelson,27.0,72.0,173.0,229.0,128.0,77.0,75.0,48.0,222.0,145.0,254.0,3419.0,247.0,156.0,424.0,85.0,327.0,339.0,223.0,71.0,247.0,187.0,37085.0,3166.0,207.0,102.0,92200.0
175,2009,Total North Island,693.0,2995.0,4322.0,7653.0,6626.0,4359.0,7728.0,1708.0,9510.0,5151.0,10862.0,146510.0,8546.0,9874.0,17798.0,,9728.0,,12317.0,7093.0,9528.0,6206.0,44968.0,135648.0,5517.0,7803.0,3258100.0
176,2009,Total South Island,520.0,773.0,2811.0,2752.0,2072.0,1512.0,1355.0,584.0,2960.0,1447.0,3181.0,42896.0,2713.0,2249.0,5710.0,,3189.0,,2497.0,1336.0,2657.0,1986.0,41928.0,39715.0,1902.0,1651.0,1023100.0
177,2009,Waikato,97.0,213.0,1360.0,1024.0,761.0,901.0,390.0,190.0,1672.0,771.0,1244.0,16769.0,977.0,883.0,2647.0,555.0,1173.0,2092.0,848.0,522.0,1013.0,701.0,41497.0,15526.0,460.0,595.0,404100.0
178,2009,Wellington,130.0,543.0,172.0,1091.0,1024.0,918.0,1704.0,294.0,1001.0,83.0,1908.0,25724.0,1499.0,2378.0,2340.0,601.0,1501.0,1739.0,2983.0,3086.0,1386.0,874.0,54303.0,23816.0,899.0,913.0,473700.0
179,2009,West Coast,39.0,16.0,140.0,108.0,46.0,,24.0,16.0,342.0,,111.0,1500.0,82.0,47.0,160.0,23.0,93.0,136.0,36.0,39.0,70.0,60.0,46141.0,1388.0,51.0,21.0,32500.0
180,2010,Auckland,266.0,1483.0,201.0,3268.0,3353.0,1000.0,5734.0,905.0,1167.0,168.0,4990.0,68372.0,3835.0,5317.0,8312.0,3757.0,4128.0,4555.0,6504.0,2080.0,5418.0,2968.0,47749.0,63382.0,3046.0,5397.0,1431900.0
181,2010,Bay of Plenty,85.0,369.0,628.0,632.0,450.0,419.0,289.0,125.0,836.0,417.0,741.0,10150.0,780.0,376.0,1051.0,313.0,765.0,738.0,563.0,294.0,733.0,483.0,36991.0,9409.0,488.0,463.0,274400.0
182,2010,Canterbury,203.0,375.0,1585.0,1394.0,1169.0,734.0,975.0,341.0,1101.0,367.0,1751.0,23980.0,1650.0,1342.0,3035.0,1340.0,1602.0,1695.0,1649.0,838.0,1689.0,1055.0,42420.0,22229.0,1032.0,1194.0,565300.0
183,2010,Gisborne,7.0,25.0,137.0,102.0,86.0,18.0,31.0,20.0,136.0,118.0,104.0,1428.0,114.0,73.0,117.0,23.0,87.0,94.0,66.0,60.0,93.0,69.0,30714.0,1324.0,73.0,28.0,46500.0
184,2010,Hawke's Bay,25.0,108.0,485.0,335.0,244.0,128.0,163.0,72.0,325.0,197.0,406.0,5556.0,410.0,201.0,824.0,200.0,375.0,624.0,284.0,209.0,404.0,273.0,35729.0,5150.0,232.0,182.0,155500.0
185,2010,Manawatu-Whanganui,43.0,107.0,683.0,523.0,588.0,231.0,234.0,102.0,419.0,188.0,594.0,8138.0,595.0,340.0,738.0,256.0,498.0,481.0,383.0,719.0,516.0,456.0,35368.0,7544.0,277.0,323.0,230100.0
186,2010,Marlborough,24.0,20.0,188.0,125.0,46.0,,60.0,29.0,193.0,,141.0,1935.0,101.0,57.0,277.0,56.0,162.0,221.0,61.0,82.0,152.0,90.0,43481.0,1794.0,85.0,41.0,44500.0
187,2010,New Zealand,1226.0,3633.0,8654.0,10464.0,9204.0,6069.0,11119.0,2563.0,12720.0,6651.0,14187.0,194306.0,11958.0,12490.0,20926.0,7925.0,12192.0,13001.0,14735.0,8732.0,13413.0,8292.0,44870.0,180119.0,7929.0,9869.0,4330400.0
188,2010,Northland,47.0,85.0,414.0,322.0,247.0,111.0,144.0,63.0,308.0,196.0,358.0,4901.0,393.0,183.0,519.0,,433.0,,209.0,173.0,426.0,262.0,30706.0,4543.0,191.0,124.0,159600.0
189,2010,Otago,177.0,155.0,511.0,633.0,655.0,406.0,275.0,168.0,803.0,397.0,622.0,8515.0,559.0,475.0,607.0,194.0,618.0,413.0,450.0,236.0,575.0,420.0,41722.0,7894.0,370.0,207.0,
190,2010,Southland,34.0,29.0,894.0,252.0,138.0,268.0,127.0,51.0,431.0,163.0,328.0,4497.0,249.0,197.0,568.0,,215.0,,148.0,123.0,218.0,182.0,47633.0,4168.0,197.0,113.0,
191,2010,Taranaki,20.0,86.0,668.0,316.0,170.0,491.0,144.0,65.0,3589.0,3098.0,604.0,8269.0,288.0,165.0,682.0,285.0,300.0,397.0,246.0,109.0,275.0,200.0,75106.0,7665.0,201.0,139.0,110100.0
192,2010,Tasman/Nelson,29.0,74.0,183.0,239.0,137.0,68.0,89.0,58.0,224.0,156.0,260.0,3556.0,271.0,159.0,449.0,100.0,316.0,350.0,234.0,73.0,281.0,191.0,38070.0,3296.0,189.0,100.0,93400.0
193,2010,Total North Island,716.0,2963.0,5108.0,7694.0,7013.0,4520.0,9552.0,1897.0,9751.0,5231.0,10978.0,150366.0,9039.0,10211.0,15849.0,,9188.0,,12158.0,7340.0,10420.0,6294.0,45622.0,139388.0,6001.0,8195.0,3295900.0
194,2010,Total South Island,510.0,671.0,3547.0,2771.0,2190.0,1549.0,1567.0,666.0,2970.0,1421.0,3209.0,43940.0,2918.0,2279.0,5077.0,,3004.0,,2577.0,1392.0,2993.0,1998.0,42475.0,40731.0,1928.0,1674.0,1034500.0
195,2010,Waikato,96.0,211.0,1696.0,1042.0,813.0,904.0,477.0,214.0,1665.0,761.0,1202.0,16460.0,1034.0,818.0,1656.0,566.0,1122.0,1090.0,925.0,562.0,1145.0,708.0,40157.0,15258.0,474.0,601.0,409900.0
196,2010,Wellington,128.0,490.0,195.0,1154.0,1063.0,1218.0,2337.0,331.0,1306.0,88.0,1978.0,27091.0,1591.0,2738.0,1951.0,474.0,1480.0,1476.0,2978.0,3134.0,1408.0,874.0,56688.0,25113.0,1020.0,937.0,477900.0
197,2010,West Coast,43.0,18.0,185.0,127.0,45.0,,41.0,19.0,217.0,,106.0,1457.0,89.0,50.0,141.0,20.0,91.0,121.0,34.0,39.0,78.0,60.0,44430.0,1351.0,54.0,19.0,32800.0
198,2011,Auckland,278.0,1593.0,246.0,3296.0,3542.0,1038.0,5315.0,963.0,1217.0,180.0,5590.0,71350.0,4031.0,5515.0,8410.0,3802.0,4590.0,4608.0,6924.0,2215.0,5501.0,3044.0,49173.0,65759.0,3395.0,5685.0,1451000.0
199,2011,Bay of Plenty,101.0,392.0,745.0,607.0,470.0,463.0,261.0,136.0,951.0,488.0,846.0,10794.0,790.0,385.0,1207.0,320.0,842.0,887.0,574.0,313.0,751.0,497.0,38938.0,9947.0,615.0,309.0,277200.0
200,2011,Canterbury,202.0,442.0,1865.0,1467.0,1181.0,788.0,865.0,338.0,1176.0,388.0,1975.0,25194.0,1676.0,1321.0,3155.0,1368.0,1786.0,1787.0,1759.0,787.0,1754.0,1102.0,44623.0,23219.0,1178.0,1167.0,564600.0
201,2011,Gisborne,9.0,30.0,162.0,100.0,91.0,47.0,22.0,24.0,197.0,151.0,119.0,1513.0,111.0,59.0,108.0,23.0,97.0,84.0,69.0,60.0,97.0,74.0,32319.0,1394.0,58.0,28.0,46800.0
