,Year,Region,Accommodation,Administrative and Support Services,Agriculture,Construction,Education and Training,"Electricity, Gas, Water, and Waste services",Financial and Insurance Services,Food and beverage services,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services","Forestry, Fishing, and Mining","GST on Production, Import Duties and Other Taxes",Gross Domestic Product,Health Care and Social Assistance,"Information Media, Telecommunications and Other Services",Manufacturing,Other Manufacturing,Owner-Occupied Property Operation,Primary Manufacturing,"Professional, Scientific, and Technical Services",Public Administration and Safety,"Rental, Hiring and Real Estate Services",Retail Trade,Total,Total All Industries,"Transport, Postal and Warehousing",Wholesale Trade,Population
202,2011,Hawke's Bay,26.0,121.0,583.0,323.0,255.0,133.0,160.0,70.0,356.0,223.0,463.0,5910.0,453.0,197.0,838.0,211.0,418.0,628.0,294.0,202.0,433.0,283.0,37643.0,5447.0,242.0,194.0,157000.0
203,2011,Manawatu-Whanganui,37.0,114.0,889.0,507.0,600.0,212.0,211.0,101.0,389.0,177.0,671.0,8558.0,623.0,383.0,776.0,278.0,547.0,498.0,392.0,690.0,524.0,455.0,37034.0,7888.0,290.0,361.0,231100.0
204,2011,Marlborough,21.0,27.0,166.0,113.0,46.0,,46.0,26.0,219.0,,154.0,1967.0,103.0,59.0,303.0,59.0,168.0,244.0,61.0,81.0,152.0,87.0,44007.0,1813.0,90.0,43.0,44700.0
205,2011,New Zealand,1248.0,3959.0,10643.0,10470.0,9595.0,6353.0,9975.0,2609.0,13291.0,6938.0,15938.0,203342.0,12337.0,12421.0,22051.0,8191.0,13484.0,13860.0,15529.0,8835.0,13648.0,8469.0,46514.0,187404.0,8758.0,10081.0,4371600.0
206,2011,Northland,44.0,80.0,538.0,297.0,249.0,141.0,128.0,64.0,356.0,215.0,412.0,5254.0,424.0,190.0,626.0,,471.0,,203.0,180.0,411.0,255.0,32490.0,4842.0,206.0,119.0,161700.0
207,2011,Otago,184.0,157.0,663.0,620.0,695.0,418.0,227.0,169.0,808.0,389.0,695.0,8866.0,587.0,467.0,595.0,196.0,690.0,399.0,462.0,255.0,584.0,423.0,43081.0,8171.0,384.0,202.0,
208,2011,Southland,41.0,34.0,1107.0,255.0,125.0,294.0,93.0,50.0,470.0,176.0,383.0,4880.0,228.0,195.0,627.0,,240.0,,154.0,130.0,224.0,188.0,51210.0,4498.0,220.0,116.0,
209,2011,Taranaki,19.0,112.0,853.0,303.0,172.0,480.0,116.0,61.0,3604.0,3124.0,679.0,8656.0,302.0,175.0,787.0,260.0,322.0,527.0,249.0,108.0,270.0,203.0,77700.0,7977.0,188.0,134.0,111400.0
210,2011,Tasman/Nelson,27.0,75.0,192.0,239.0,142.0,90.0,81.0,54.0,244.0,153.0,293.0,3739.0,266.0,156.0,498.0,100.0,348.0,398.0,245.0,74.0,293.0,194.0,39358.0,3446.0,208.0,111.0,95000.0
211,2011,Total North Island,724.0,3208.0,6428.0,7645.0,7361.0,4686.0,8640.0,1952.0,10150.0,5464.0,12316.0,157147.0,9386.0,10171.0,16737.0,,10151.0,,12811.0,7466.0,10552.0,6412.0,47146.0,144830.0,6618.0,8419.0,3333200.0
212,2011,Total South Island,524.0,750.0,4215.0,2826.0,2234.0,1667.0,1335.0,657.0,3141.0,1474.0,3621.0,46195.0,2951.0,2251.0,5315.0,,3333.0,,2718.0,1369.0,3096.0,2057.0,44487.0,42574.0,2140.0,1663.0,1038400.0
213,2011,Waikato,99.0,209.0,2186.0,1041.0,863.0,948.0,418.0,204.0,1773.0,824.0,1367.0,17442.0,1038.0,755.0,1826.0,607.0,1221.0,1218.0,941.0,551.0,1160.0,714.0,42010.0,16075.0,497.0,581.0,415200.0
214,2011,Wellington,112.0,557.0,225.0,1171.0,1118.0,1225.0,2010.0,331.0,1308.0,83.0,2169.0,27671.0,1616.0,2512.0,2159.0,607.0,1643.0,1553.0,3166.0,3146.0,1404.0,886.0,57432.0,25501.0,1127.0,1008.0,481800.0
215,2011,West Coast,49.0,16.0,221.0,132.0,45.0,,24.0,20.0,225.0,,121.0,1549.0,90.0,52.0,136.0,22.0,100.0,114.0,38.0,42.0,89.0,62.0,46929.0,1427.0,60.0,25.0,33000.0
216,2012,Auckland,316.0,1676.0,232.0,3314.0,3754.0,1067.0,5777.0,984.0,1239.0,172.0,6298.0,75277.0,4145.0,5798.0,8557.0,3605.0,4945.0,4952.0,7130.0,2298.0,6021.0,3179.0,51247.0,68978.0,3796.0,5819.0,1468900.0
217,2012,Bay of Plenty,88.0,414.0,738.0,621.0,477.0,550.0,309.0,137.0,1017.0,467.0,942.0,11264.0,820.0,384.0,1256.0,322.0,881.0,933.0,564.0,320.0,792.0,525.0,40430.0,10321.0,601.0,378.0,278600.0
218,2012,Canterbury,199.0,467.0,1939.0,1835.0,1182.0,709.0,796.0,341.0,1157.0,448.0,2220.0,26537.0,1721.0,1323.0,3250.0,1367.0,1910.0,1883.0,1820.0,850.0,1896.0,1191.0,47514.0,24316.0,1233.0,1207.0,558500.0
219,2012,Gisborne,8.0,29.0,186.0,98.0,91.0,50.0,24.0,20.0,189.0,138.0,131.0,1562.0,112.0,54.0,114.0,20.0,103.0,94.0,74.0,57.0,105.0,76.0,33241.0,1432.0,58.0,34.0,47000.0
220,2012,Hawke's Bay,26.0,133.0,644.0,318.0,272.0,138.0,149.0,73.0,352.0,213.0,509.0,6084.0,432.0,190.0,843.0,230.0,451.0,613.0,282.0,201.0,461.0,291.0,38629.0,5575.0,256.0,202.0,157500.0
221,2012,Manawatu-Whanganui,46.0,113.0,899.0,514.0,609.0,247.0,222.0,107.0,423.0,176.0,730.0,8728.0,620.0,339.0,761.0,276.0,587.0,484.0,389.0,651.0,574.0,472.0,37717.0,7997.0,289.0,383.0,231400.0
222,2012,Marlborough,15.0,25.0,203.0,100.0,48.0,,45.0,26.0,213.0,,175.0,2094.0,96.0,61.0,375.0,56.0,176.0,319.0,62.0,77.0,168.0,94.0,46845.0,1919.0,92.0,44.0,44700.0
223,2012,New Zealand,1245.0,4172.0,10622.0,10804.0,9985.0,6600.0,10625.0,2696.0,13371.0,6772.0,17825.0,213028.0,12665.0,12960.0,23315.0,8017.0,14344.0,15298.0,15869.0,9041.0,14757.0,8878.0,48432.0,195203.0,9331.0,10526.0,4398500.0
224,2012,Northland,40.0,78.0,505.0,284.0,263.0,152.0,129.0,65.0,374.0,223.0,449.0,5371.0,440.0,192.0,637.0,,507.0,,203.0,180.0,416.0,266.0,32931.0,4922.0,206.0,138.0,163100.0
225,2012,Otago,164.0,152.0,716.0,589.0,708.0,441.0,229.0,177.0,853.0,412.0,767.0,9169.0,611.0,457.0,602.0,193.0,735.0,409.0,468.0,274.0,633.0,447.0,44273.0,8402.0,367.0,220.0,
226,2012,Southland,38.0,40.0,1097.0,250.0,148.0,235.0,116.0,53.0,432.0,198.0,420.0,5019.0,229.0,195.0,697.0,,251.0,,148.0,104.0,244.0,195.0,52388.0,4599.0,225.0,137.0,
227,2012,Taranaki,28.0,136.0,789.0,314.0,183.0,507.0,128.0,62.0,3357.0,2851.0,721.0,8617.0,296.0,180.0,867.0,294.0,349.0,573.0,262.0,105.0,301.0,214.0,76733.0,7896.0,201.0,124.0,112300.0
228,2012,Tasman/Nelson,24.0,84.0,195.0,223.0,152.0,71.0,99.0,48.0,219.0,147.0,320.0,3823.0,272.0,147.0,518.0,96.0,368.0,423.0,230.0,79.0,302.0,197.0,39699.0,3503.0,225.0,121.0,96300.0
229,2012,Total North Island,766.0,3384.0,6262.0,7667.0,7700.0,5066.0,9320.0,2032.0,10214.0,5148.0,13783.0,164731.0,9649.0,10721.0,17730.0,,10793.0,,13100.0,7616.0,11420.0,6685.0,48985.0,150947.0,7126.0,8762.0,3362900.0
230,2012,Total South Island,478.0,788.0,4360.0,3137.0,2284.0,1534.0,1305.0,664.0,3157.0,1624.0,4041.0,48297.0,3016.0,2239.0,5585.0,,3551.0,,2770.0,1425.0,3337.0,2193.0,46641.0,44256.0,2205.0,1763.0,1035500.0
231,2012,Waikato,89.0,200.0,2036.0,1034.0,899.0,1109.0,450.0,220.0,1919.0,811.0,1562.0,18664.0,1135.0,810.0,2306.0,654.0,1273.0,1652.0,954.0,567.0,1284.0,756.0,44479.0,17102.0,510.0,659.0,419600.0
232,2012,Wellington,125.0,605.0,233.0,1170.0,1153.0,1246.0,2132.0,364.0,1344.0,98.0,2440.0,29165.0,1649.0,2775.0,2390.0,498.0,1698.0,1892.0,3243.0,3237.0,1466.0,905.0,60195.0,26724.0,1210.0,1026.0,484500.0
233,2012,West Coast,38.0,21.0,211.0,140.0,46.0,,20.0,19.0,284.0,,139.0,1656.0,87.0,56.0,142.0,27.0,111.0,116.0,42.0,42.0,94.0,69.0,50030.0,1517.0,63.0,34.0,33100.0
234,2013,Auckland,318.0,1717.0,217.0,3466.0,3689.0,1148.0,5740.0,1083.0,1350.0,202.0,6591.0,77942.0,4274.0,6117.0,8772.0,3628.0,5328.0,5144.0,7420.0,2366.0,6180.0,3493.0,52486.0,71351.0,3945.0,5877.0,1485000.0
235,2013,Bay of Plenty,94.0,367.0,681.0,617.0,506.0,562.0,349.0,145.0,1067.0,505.0,969.0,11459.0,848.0,402.0,1203.0,338.0,922.0,865.0,605.0,323.0,804.0,551.0,41029.0,10490.0,623.0,383.0,279300.0
236,2013,Canterbury,191.0,481.0,1698.0,2300.0,1191.0,839.0,872.0,373.0,1234.0,395.0,2344.0,27715.0,1767.0,1346.0,3244.0,1369.0,2109.0,1875.0,1983.0,846.0,1942.0,1296.0,49482.0,25371.0,1329.0,1167.0,560100.0
237,2013,Gisborne,7.0,28.0,157.0,97.0,92.0,52.0,26.0,21.0,184.0,132.0,132.0,1559.0,120.0,57.0,131.0,19.0,106.0,111.0,69.0,51.0,106.0,82.0,33177.0,1427.0,61.0,32.0,47000.0
238,2013,Hawke's Bay,27.0,137.0,533.0,321.0,281.0,160.0,142.0,73.0,403.0,243.0,529.0,6260.0,445.0,216.0,917.0,233.0,470.0,683.0,309.0,207.0,450.0,292.0,39694.0,5730.0,262.0,245.0,157700.0
239,2013,Manawatu-Whanganui,34.0,109.0,747.0,488.0,619.0,294.0,239.0,106.0,464.0,171.0,739.0,8738.0,640.0,349.0,759.0,274.0,613.0,486.0,401.0,657.0,594.0,482.0,37779.0,7999.0,304.0,391.0,231300.0
240,2013,Marlborough,16.0,29.0,186.0,108.0,51.0,,50.0,29.0,215.0,,185.0,2186.0,98.0,63.0,436.0,59.0,182.0,377.0,63.0,79.0,171.0,96.0,49005.0,2001.0,89.0,41.0,44600.0
241,2013,New Zealand,1270.0,4165.0,9130.0,11541.0,10154.0,7154.0,10921.0,2855.0,13764.0,6610.0,18394.0,217493.0,13133.0,13188.0,23071.0,7938.0,15260.0,15133.0,16555.0,9147.0,15134.0,9489.0,49144.0,199099.0,9790.0,10530.0,4425600.0
242,2013,Northland,37.0,89.0,432.0,298.0,271.0,170.0,129.0,64.0,386.0,216.0,453.0,5352.0,466.0,183.0,564.0,,537.0,,190.0,204.0,427.0,280.0,32615.0,4899.0,221.0,120.0,164100.0
243,2013,Otago,194.0,141.0,551.0,658.0,722.0,466.0,245.0,188.0,855.0,389.0,788.0,9313.0,642.0,471.0,629.0,201.0,783.0,428.0,463.0,259.0,636.0,471.0,44754.0,8526.0,409.0,209.0,
244,2013,Southland,47.0,35.0,906.0,267.0,160.0,282.0,106.0,55.0,449.0,167.0,409.0,4842.0,228.0,189.0,654.0,,254.0,,155.0,102.0,267.0,204.0,50485.0,4432.0,232.0,123.0,
245,2013,Taranaki,22.0,122.0,666.0,308.0,195.0,548.0,143.0,56.0,3339.0,2791.0,736.0,8703.0,311.0,174.0,949.0,300.0,359.0,648.0,278.0,105.0,348.0,221.0,76884.0,7967.0,225.0,148.0,113200.0
246,2013,Tasman/Nelson,24.0,90.0,186.0,248.0,161.0,82.0,105.0,55.0,230.0,148.0,331.0,3912.0,286.0,151.0,481.0,88.0,381.0,393.0,236.0,81.0,312.0,211.0,40291.0,3581.0,225.0,117.0,97100.0
247,2013,Total North Island,753.0,3368.0,5429.0,7824.0,7820.0,5400.0,9523.0,2135.0,10545.0,5145.0,14203.0,167942.0,10021.0,10910.0,17478.0,,11434.0,,13616.0,7745.0,11712.0,7142.0,49590.0,153739.0,7441.0,8843.0,3386600.0
248,2013,Total South Island,517.0,798.0,3701.0,3717.0,2334.0,1754.0,1398.0,720.0,3219.0,1465.0,4191.0,49550.0,3111.0,2278.0,5593.0,,3826.0,,2940.0,1402.0,3422.0,2348.0,47700.0,45360.0,2349.0,1686.0,1038800.0
249,2013,Waikato,84.0,231.0,1792.0,1039.0,954.0,1114.0,466.0,224.0,1910.0,796.0,1545.0,18271.0,1178.0,800.0,1903.0,669.0,1318.0,1234.0,996.0,595.0,1294.0,788.0,43183.0,16725.0,503.0,650.0,423100.0
250,2013,Wellington,129.0,567.0,203.0,1189.0,1213.0,1351.0,2288.0,363.0,1441.0,90.0,2508.0,29658.0,1739.0,2612.0,2282.0,442.0,1781.0,1839.0,3348.0,3238.0,1508.0,953.0,61037.0,27149.0,1296.0,998.0,485900.0
251,2013,West Coast,46.0,22.0,173.0,136.0,49.0,,19.0,20.0,236.0,,134.0,1583.0,91.0,58.0,148.0,25.0,118.0,123.0,40.0,35.0,95.0,68.0,47963.0,1449.0,65.0,30.0,33000.0
252,2014,Auckland,340.0,1825.0,316.0,3704.0,3880.0,1136.0,6667.0,1140.0,1373.0,236.0,6772.0,82215.0,4341.0,6426.0,8894.0,3852.0,5601.0,5042.0,7793.0,2480.0,6412.0,3632.0,54567.0,75444.0,4182.0,6438.0,1506700.0
253,2014,Bay of Plenty,97.0,325.0,848.0,695.0,520.0,504.0,351.0,150.0,1080.0,576.0,992.0,12023.0,882.0,434.0,1181.0,339.0,960.0,843.0,657.0,320.0,875.0,582.0,42497.0,11030.0,658.0,416.0,282900.0
254,2014,Canterbury,172.0,484.0,2510.0,2727.0,1236.0,965.0,995.0,391.0,1360.0,395.0,2536.0,30735.0,1863.0,1343.0,3268.0,1324.0,2399.0,1944.0,2210.0,869.0,2218.0,1441.0,54177.0,28198.0,1397.0,1319.0,567300.0
255,2014,Gisborne,6.0,29.0,178.0,94.0,89.0,52.0,31.0,21.0,213.0,161.0,133.0,1606.0,118.0,57.0,113.0,22.0,104.0,92.0,75.0,51.0,112.0,88.0,34032.0,1474.0,63.0,33.0,47200.0
256,2014,Hawke's Bay,28.0,144.0,651.0,311.0,293.0,163.0,154.0,78.0,425.0,262.0,544.0,6588.0,468.0,234.0,926.0,226.0,461.0,700.0,324.0,207.0,501.0,312.0,41357.0,6044.0,276.0,251.0,159300.0
257,2014,Manawatu-Whanganui,33.0,114.0,1022.0,458.0,609.0,316.0,242.0,112.0,516.0,200.0,770.0,9327.0,658.0,366.0,859.0,288.0,644.0,571.0,415.0,664.0,609.0,493.0,40083.0,8558.0,316.0,425.0,232700.0
258,2014,Marlborough,17.0,27.0,291.0,119.0,57.0,,35.0,27.0,227.0,,200.0,2424.0,99.0,67.0,499.0,59.0,186.0,440.0,68.0,82.0,179.0,109.0,53868.0,2224.0,93.0,42.0,45000.0
259,2014,New Zealand,1336.0,4283.0,13111.0,12398.0,10503.0,7424.0,12265.0,3034.0,14266.0,6842.0,19199.0,232799.0,13473.0,13731.0,23828.0,8209.0,16147.0,15619.0,17763.0,9399.0,16128.0,9987.0,51977.0,213600.0,10356.0,11592.0,4478900.0
260,2014,Northland,40.0,88.0,628.0,321.0,278.0,174.0,170.0,66.0,419.0,245.0,482.0,5845.0,453.0,209.0,588.0,,551.0,,211.0,201.0,468.0,305.0,35127.0,5363.0,227.0,141.0,166400.0
261,2014,Otago,232.0,155.0,782.0,717.0,717.0,509.0,239.0,214.0,906.0,398.0,830.0,10054.0,660.0,490.0,649.0,195.0,841.0,454.0,503.0,275.0,705.0,480.0,47740.0,9224.0,423.0,237.0,
262,2014,Southland,49.0,39.0,1368.0,253.0,167.0,293.0,109.0,59.0,485.0,192.0,456.0,5531.0,238.0,191.0,661.0,,270.0,,171.0,106.0,284.0,215.0,57380.0,5075.0,250.0,160.0,
263,2014,Taranaki,26.0,148.0,992.0,333.0,180.0,564.0,167.0,63.0,3165.0,2601.0,765.0,9273.0,309.0,181.0,1087.0,303.0,388.0,784.0,309.0,98.0,399.0,232.0,81128.0,8508.0,258.0,172.0,114300.0
264,2014,Tasman/Nelson,30.0,102.0,271.0,254.0,162.0,89.0,95.0,61.0,269.0,180.0,348.0,4221.0,294.0,163.0,507.0,106.0,402.0,401.0,264.0,82.0,324.0,233.0,42857.0,3873.0,234.0,126.0,98500.0
265,2014,Total North Island,786.0,3451.0,7610.0,8196.0,8111.0,5483.0,10771.0,2261.0,10802.0,5319.0,14689.0,178146.0,10228.0,11418.0,18095.0,,11935.0,,14510.0,7955.0,12330.0,7440.0,51965.0,163457.0,7891.0,9669.0,3428200.0
266,2014,Total South Island,550.0,832.0,5501.0,4202.0,2392.0,1941.0,1494.0,774.0,3464.0,1523.0,4510.0,54653.0,3245.0,2313.0,5733.0,,4212.0,,3253.0,1444.0,3798.0,2547.0,52016.0,50143.0,2466.0,1923.0,1050700.0
267,2014,Waikato,82.0,259.0,2713.0,1072.0,982.0,1206.0,454.0,227.0,2127.0,921.0,1681.0,20371.0,1222.0,848.0,2157.0,650.0,1396.0,1507.0,1059.0,620.0,1396.0,816.0,47540.0,18690.0,541.0,721.0,428500.0
268,2014,Wellington,134.0,521.0,262.0,1206.0,1282.0,1367.0,2537.0,403.0,1484.0,117.0,2550.0,30897.0,1778.0,2663.0,2290.0,499.0,1830.0,1791.0,3666.0,3316.0,1556.0,979.0,63030.0,28348.0,1369.0,1072.0,490200.0
269,2014,West Coast,51.0,25.0,280.0,132.0,53.0,,20.0,22.0,216.0,,139.0,1687.0,91.0,60.0,149.0,24.0,115.0,125.0,37.0,29.0,88.0,71.0,51281.0,1548.0,69.0,39.0,32900.0
270,2015,Auckland,332.0,1932.0,213.0,4251.0,4108.0,1182.0,7562.0,1358.0,1428.0,245.0,7357.0,88433.0,4763.0,6803.0,9392.0,3987.0,5905.0,5405.0,8166.0,2637.0,6813.0,3902.0,57525.0,81076.0,4559.0,6954.0,1537300.0
271,2015,Bay of Plenty,99.0,338.0,585.0,748.0,545.0,554.0,333.0,166.0,1087.0,533.0,1025.0,12316.0,912.0,496.0,1296.0,355.0,1019.0,941.0,670.0,327.0,885.0,612.0,42498.0,11291.0,737.0,437.0,289800.0
272,2015,Canterbury,183.0,533.0,1495.0,3158.0,1294.0,1035.0,1055.0,438.0,1504.0,470.0,2672.0,32106.0,1894.0,1423.0,3720.0,1437.0,2625.0,2283.0,2382.0,923.0,2254.0,1491.0,55460.0,29434.0,1610.0,1450.0,578900.0
273,2015,Gisborne,4.0,36.0,175.0,101.0,93.0,54.0,29.0,26.0,197.0,144.0,140.0,1680.0,121.0,62.0,136.0,28.0,109.0,108.0,88.0,53.0,110.0,89.0,35155.0,1541.0,73.0,37.0,47800.0
274,2015,Hawke's Bay,27.0,131.0,653.0,345.0,299.0,172.0,161.0,85.0,462.0,290.0,561.0,6736.0,490.0,242.0,928.0,236.0,497.0,693.0,323.0,215.0,469.0,317.0,41505.0,6176.0,278.0,254.0,162300.0
275,2015,Manawatu-Whanganui,35.0,127.0,684.0,489.0,632.0,317.0,283.0,117.0,528.0,212.0,788.0,9469.0,685.0,404.0,1064.0,328.0,661.0,735.0,392.0,709.0,590.0,497.0,40141.0,8681.0,337.0,446.0,235900.0
276,2015,Marlborough,20.0,46.0,313.0,123.0,58.0,,34.0,26.0,235.0,,212.0,2550.0,96.0,70.0,509.0,67.0,198.0,442.0,70.0,95.0,182.0,110.0,55688.0,2338.0,107.0,46.0,45800.0
277,2015,New Zealand,1364.0,4556.0,8240.0,13833.0,10998.0,7595.0,13514.0,3420.0,14531.0,6936.0,20193.0,242699.0,14263.0,14452.0,26866.0,8753.0,17148.0,18113.0,18570.0,9824.0,16526.0,10491.0,53166.0,222506.0,11424.0,12486.0,4564900.0
278,2015,Northland,42.0,110.0,404.0,338.0,300.0,169.0,185.0,77.0,402.0,234.0,504.0,6059.0,497.0,215.0,794.0,,587.0,,221.0,205.0,455.0,316.0,35599.0,5555.0,260.0,150.0,170200.0
279,2015,Otago,248.0,158.0,555.0,786.0,740.0,464.0,298.0,230.0,812.0,348.0,856.0,10282.0,697.0,501.0,709.0,212.0,891.0,497.0,501.0,288.0,725.0,515.0,47803.0,9427.0,520.0,252.0,
280,2015,Southland,51.0,44.0,741.0,272.0,174.0,306.0,124.0,62.0,508.0,201.0,439.0,5281.0,247.0,204.0,935.0,,280.0,,179.0,106.0,271.0,225.0,54273.0,4841.0,276.0,143.0,
281,2015,Taranaki,24.0,150.0,499.0,343.0,194.0,486.0,144.0,71.0,3176.0,2690.0,756.0,9085.0,325.0,188.0,1349.0,288.0,408.0,1061.0,296.0,99.0,354.0,239.0,78452.0,8329.0,299.0,171.0,115800.0
282,2015,Tasman/Nelson,31.0,103.0,221.0,265.0,167.0,95.0,108.0,65.0,289.0,194.0,363.0,4359.0,324.0,172.0,523.0,99.0,422.0,424.0,264.0,84.0,328.0,245.0,43412.0,3996.0,239.0,146.0,100400.0
283,2015,Total North Island,785.0,3650.0,4774.0,9086.0,8512.0,5607.0,11870.0,2575.0,10977.0,5371.0,15518.0,186508.0,10905.0,12023.0,20284.0,,12610.0,,15135.0,8299.0,12676.0,7833.0,53372.0,170990.0,8590.0,10407.0,3494500.0
284,2015,Total South Island,580.0,906.0,3466.0,4747.0,2486.0,1988.0,1644.0,845.0,3554.0,1566.0,4676.0,56191.0,3358.0,2429.0,6582.0,,4538.0,,3435.0,1525.0,3851.0,2657.0,52496.0,51516.0,2834.0,2079.0,1070400.0
285,2015,Waikato,90.0,269.0,1386.0,1198.0,1010.0,1293.0,508.0,255.0,2179.0,886.0,1702.0,20456.0,1250.0,915.0,2743.0,728.0,1477.0,2015.0,1123.0,647.0,1408.0,848.0,46767.0,18754.0,603.0,846.0,437400.0
286,2015,Wellington,132.0,558.0,176.0,1273.0,1331.0,1380.0,2666.0,420.0,1518.0,137.0,2686.0,32273.0,1861.0,2698.0,2583.0,482.0,1948.0,2101.0,3855.0,3407.0,1593.0,1014.0,64806.0,29588.0,1445.0,1110.0,498000.0
287,2015,West Coast,47.0,21.0,140.0,143.0,53.0,,24.0,23.0,206.0,,134.0,1613.0,101.0,59.0,186.0,29.0,122.0,157.0,39.0,30.0,91.0,71.0,49034.0,1479.0,81.0,42.0,32900.0
288,2016,Auckland,378.0,2121.0,215.0,4883.0,4448.0,1162.0,7924.0,1494.0,1406.0,243.0,8115.0,96254.0,5146.0,7257.0,10102.0,4249.0,6425.0,5854.0,9039.0,2752.0,7715.0,4263.0,61227.0,88139.0,5323.0,7247.0,1572100.0
289,2016,Bay of Plenty,108.0,416.0,714.0,851.0,547.0,596.0,318.0,187.0,1236.0,640.0,1131.0,13419.0,982.0,499.0,1442.0,381.0,1128.0,1061.0,748.0,348.0,1010.0,643.0,45105.0,12287.0,708.0,402.0,297500.0
290,2016,Canterbury,235.0,534.0,1366.0,3303.0,1319.0,1023.0,900.0,465.0,1497.0,474.0,2794.0,33132.0,2039.0,1435.0,4103.0,1484.0,2557.0,2619.0,2513.0,1002.0,2259.0,1525.0,55712.0,30338.0,1746.0,1541.0,594700.0
291,2016,Gisborne,4.0,35.0,179.0,111.0,90.0,62.0,24.0,22.0,274.0,212.0,151.0,1789.0,133.0,66.0,125.0,24.0,116.0,102.0,74.0,57.0,116.0,88.0,36969.0,1638.0,81.0,42.0,48400.0
292,2016,Hawke's Bay,30.0,149.0,674.0,363.0,319.0,184.0,166.0,94.0,472.0,288.0,593.0,7037.0,481.0,242.0,981.0,269.0,521.0,712.0,331.0,219.0,500.0,329.0,42548.0,6444.0,312.0,260.0,165400.0
293,2016,Manawatu-Whanganui,38.0,134.0,653.0,508.0,633.0,336.0,259.0,123.0,560.0,224.0,824.0,9768.0,727.0,430.0,1084.0,330.0,700.0,754.0,422.0,755.0,624.0,492.0,40800.0,8944.0,351.0,451.0,239400.0
294,2016,Marlborough,23.0,47.0,260.0,135.0,62.0,,37.0,31.0,263.0,,225.0,2665.0,121.0,72.0,562.0,55.0,206.0,507.0,73.0,100.0,183.0,112.0,57057.0,2440.0,107.0,45.0,46700.0
295,2016,New Zealand,1560.0,4889.0,7691.0,15170.0,11431.0,7673.0,13962.0,3745.0,13779.0,6107.0,21534.0,255393.0,15164.0,15012.0,28808.0,9105.0,18106.0,19703.0,19932.0,10322.0,17919.0,11083.0,54756.0,233859.0,12430.0,12856.0,4664200.0
296,2016,Northland,44.0,116.0,409.0,366.0,298.0,173.0,170.0,80.0,446.0,273.0,552.0,6546.0,517.0,226.0,971.0,,636.0,,227.0,216.0,499.0,328.0,37557.0,5994.0,260.0,184.0,174300.0
297,2016,Otago,278.0,177.0,480.0,889.0,749.0,491.0,281.0,305.0,873.0,382.0,926.0,10983.0,719.0,589.0,743.0,241.0,946.0,501.0,580.0,314.0,800.0,545.0,49831.0,10057.0,536.0,255.0,
298,2016,Southland,55.0,39.0,569.0,281.0,177.0,343.0,135.0,65.0,555.0,212.0,432.0,5125.0,262.0,203.0,869.0,,288.0,,185.0,109.0,259.0,228.0,52083.0,4693.0,281.0,131.0,
299,2016,Taranaki,25.0,120.0,426.0,360.0,186.0,468.0,176.0,70.0,2091.0,1623.0,665.0,7886.0,348.0,188.0,1334.0,271.0,428.0,1063.0,305.0,103.0,349.0,245.0,67061.0,7221.0,294.0,173.0,117600.0
300,2016,Tasman/Nelson,43.0,117.0,237.0,286.0,160.0,92.0,100.0,68.0,310.0,218.0,388.0,4604.0,309.0,181.0,595.0,115.0,446.0,479.0,291.0,91.0,340.0,252.0,45004.0,4216.0,227.0,163.0,102300.0
301,2016,Total North Island,874.0,3955.0,4665.0,10136.0,8912.0,5631.0,12481.0,2787.0,10094.0,4463.0,16642.0,197377.0,11614.0,12478.0,21760.0,,13548.0,,16258.0,8676.0,13999.0,8349.0,55305.0,180735.0,9459.0,10693.0,3568900.0
302,2016,Total South Island,686.0,934.0,3026.0,5034.0,2518.0,2042.0,1481.0,958.0,3686.0,1643.0,4892.0,58016.0,3550.0,2534.0,7049.0,,4558.0,,3675.0,1646.0,3920.0,2734.0,52963.0,53124.0,2971.0,2163.0,1095400.0
303,2016,Waikato,107.0,288.0,1228.0,1344.0,1042.0,1314.0,518.0,275.0,2150.0,836.0,1788.0,21200.0,1327.0,938.0,2923.0,725.0,1576.0,2199.0,1166.0,692.0,1474.0,929.0,47354.0,19413.0,592.0,843.0,447700.0
304,2016,Wellington,139.0,575.0,167.0,1350.0,1350.0,1336.0,2925.0,441.0,1460.0,124.0,2823.0,33477.0,1953.0,2632.0,2796.0,516.0,2018.0,2281.0,3945.0,3533.0,1711.0,1031.0,66094.0,30654.0,1538.0,1091.0,506500.0
305,2016,West Coast,51.0,20.0,114.0,140.0,52.0,,28.0,24.0,188.0,,127.0,1507.0,100.0,54.0,177.0,22.0,115.0,156.0,33.0,30.0,80.0,72.0,45816.0,1380.0,74.0,28.0,32900.0
306,2017,Auckland,499.0,2362.0,309.0,5915.0,4642.0,1211.0,8403.0,1701.0,1497.0,286.0,8911.0,102535.0,5507.0,7342.0,10314.0,4693.0,6782.0,5621.0,10034.0,2925.0,8382.0,4817.0,63742.0,93624.0,5140.0,7052.0,1608600.0
307,2017,Bay of Plenty,127.0,499.0,1046.0,1092.0,602.0,552.0,350.0,216.0,1214.0,662.0,1315.0,15135.0,1013.0,600.0,1341.0,437.0,1278.0,905.0,816.0,369.0,1137.0,738.0,49348.0,13820.0,767.0,615.0,306700.0
