Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
RNAA.SG01NAC34B0105ZZ9,2005.03,1073,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2006.03,1087,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2007.03,1170,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2008.03,1211,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2009.03,1285,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2010.03,1324,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2011.03,1394,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2012.03,1432,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2013.03,1427,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2014.03,1474,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2015.03,1541,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2016.03,1638,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2017.03,1707,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2018.03,1844,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2019.03,1999,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2020.03,2056,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2021.03,2256,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZ9,2022.03,2318,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Total All Industries,,
RNAA.SG01NAC34B0105ZZA,2000.03,67,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2001.03,69,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2002.03,72,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2003.03,77,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2004.03,78,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2005.03,83,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2006.03,85,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2007.03,98,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2008.03,99,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2009.03,103,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2010.03,104,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2011.03,119,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2012.03,131,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2013.03,132,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2014.03,133,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2015.03,140,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2016.03,151,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2017.03,162,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2018.03,172,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2019.03,184,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2020.03,190,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2021.03,198,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZA,2022.03,207,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0105ZZB,2000.03,968,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2001.03,1014,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2002.03,1058,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2003.03,1085,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2004.03,1098,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2005.03,1156,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2006.03,1172,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2007.03,1268,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2008.03,1310,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2009.03,1388,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2010.03,1428,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2011.03,1513,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2012.03,1562,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2013.03,1559,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2014.03,1606,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2015.03,1680,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2016.03,1789,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2017.03,1869,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2018.03,2016,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2019.03,2184,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2020.03,2246,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2021.03,2454,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2022.03,2525,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0105ZZB,2023.03,2665,PROVISIONAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Gisborne,Gross Domestic Product,,
RNAA.SG01NAC34B0106AA1,2000.03,357,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2001.03,489,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2002.03,530,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2003.03,472,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2004.03,498,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2005.03,479,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2006.03,407,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2007.03,438,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2008.03,410,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2009.03,479,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2010.03,485,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2011.03,583,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2012.03,644,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2013.03,533,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2014.03,651,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2015.03,653,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2016.03,674,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2017.03,714,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2018.03,833,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2019.03,903,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2020.03,939,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2021.03,859,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AA1,2022.03,955,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,Agriculture,,
RNAA.SG01NAC34B0106AB1,2000.03,116,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2001.03,144,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2002.03,159,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2003.03,148,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2004.03,169,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2005.03,190,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2006.03,168,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2007.03,231,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2008.03,232,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2009.03,205,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2010.03,197,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2011.03,223,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2012.03,213,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2013.03,243,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2014.03,262,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2015.03,290,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2016.03,288,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2017.03,327,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2018.03,393,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2019.03,340,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2020.03,370,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2021.03,379,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106AB1,2022.03,359,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0106ABD,2000.03,175,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0106ABD,2001.03,175,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0106ABD,2002.03,200,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0106ABD,2003.03,209,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0106ABD,2004.03,249,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0106ABD,2005.03,294,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0106ABD,2006.03,277,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0106ABD,2007.03,344,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0106ABD,2008.03,353,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0106ABD,2009.03,339,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0106ABD,2010.03,325,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0106ABD,2011.03,356,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0106ABD,2012.03,352,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0106ABD,2013.03,403,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0106ABD,2014.03,425,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0106ABD,2015.03,462,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Hawke's Bay,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
